Date,Time,User1,User2,Message,SubLabel,CBLabel
28.8.2020,22:40:59,49,85,OH MY just CALL THEM ROCK YOU IDIOTS!!!!,9,0
28.3.2019,17:09:38,138,2,I've got to say; before I begin; that I've been trying to stay out of this spat; and that if anything; I've been in agreement with Julie. That said; I'm with AlexR on this one. This suggestion that the numbers are about equal with transwomen is; I must say; new to me. From both personal experience and extensive reading; just about everything I have ever encountered on the subject has suggested that the ratio is about 1:1. The same would be reflected in those I have known personally over the years. ,10,0
20.9.2022,21:15:15,134,54,Hey queer Andrew Stop messing around!Is your mum lesbian and father homosexual?,9,0
9.2.2019,20:12:57,154,105,As with all the rich Gulf leaders; their personal wealth CAME from the nation's oil wealth. Their checkbooks and the State Treasury were often indistinguishable. ,10,0
9.12.2021,10:04:34,67,130,Joseph Cardinal Zen I am already too neutral towards the son of bitch. He is a spy of the Holy See.,9,0
4.7.2021,22:07:35,187,103,That POV bit I just removed about genre films was one that I added way back in the mists of UseModWiki history. I remember adding that; thinking it was important but this time I'm reading it; wondering why I should assume anyone would agree with that assessment. LOL. 17:53 19 Jun 2003 UTC,10,0
19.11.2020,19:03:14,123,149,fuck you fuck you majorly. suck my dick asshole. ,9,0
16.7.2021,18:24:24,160,86,ElinorD; KP Botany and TeaDrinker are fucken piece of shits. Fuck off your ass!!!,9,0
7.3.2021,10:45:33,199,122,If you are interested [[TalkWinter Soldier Investigation#RFC on Winter Soldier Investigation ,10,0
24.5.2020,15:05:53,5,56,You are homosexual. You fuck people through the ass. You hire prostitutes. Your mom's a hooker! You shud never have unprotected your page!,9,0
28.4.2022,20:48:44,99,160,Ale jo; muzeme; ale tady to neni moc zvykem vsichni by meli byt schopni si precist cokoliv jsme na anglicke Wikipedii... So; I did not want to touch you; just wanted to say that yes; be bold when editing articles but count on the fact that your work will be often and soon reverted or rewritten if it does not meet some standards; so in the result; it simply pays off for all of us to give the writing some time before actually doing it. That's all. Good luck.   ,10,0
27.5.2021,21:36:58,76,40,STFU and kiss my asshole,9,0
3.4.2019,13:58:57,105,154,Hey Bawolff; where did you come up with your name? I have a sneaking suspicion that it came from a certain BBC Sci Fi show; but i'm curious 8 July 2005 17:38 UTC,10,0
21.11.2019,11:43:44,33,148,Nerd You are such a fucking nerd. Take a look at yourself in the mirror.,9,0
5.12.2019,18:47:44,42,122,Bish; I took the full text of the Augustan poetry section and slapped it into the Augustan poetry space. You can feel free to operate on the section in Auggie; but you don't need to do any grafting over. I.e. I did the paste; but none of the drainage. 2 July 2005 12:39 UTC,10,0
24.7.2021,18:48:32,35,155,I've just came across the Wikipedia:Manual of Style dates and numbers. After looking at the Eras section in the Manual; I understand why you made those changes; that CE/AD should only be used when dates span the start of the Common Era or from BCE/BC to CE/AD. So if you make those changes again I will not oppose them. ,10,0
27.7.2021,8:43:42,57,89,Uh; yeah it does; dumbass. Haven't you ever edited an article before to make it wordier and harder to understand? ,9,0
9.9.2022,16:32:21,59,147,I find this article quite interesting because you do not find many books these days that give this kind of informatiom. In all I give it a B+.,10,0
20.3.2020,1:09:32,7,189,Faaa Q 2 means fuck you to!,9,0
1.4.2020,18:49:27,181,155,Welcome! Hello; and welcome to Wikipedia. Thank you for your contributions. Currently; you are editing anonymously. You can continue to do so.,10,0
18.5.2021,25:41:18,175,159,you suck because you are a stupid bitch!. ,9,0
2.9.2019,16:45:56,148,113,I'm Connor Hi! Talk to me! I want to do stuff!,10,0
4.5.2021,25:46:14,65,146,have your asshole thoroughly plunged,9,0
6.5.2021,21:31:02,134,108,I've already done so. Both and I thought it was just fine for a stub. In its short life it has been speedied several times; recreated from scratch once by the longsuffering author; and restored from archive twice by me. If you look at the current version you'll see that it was very easy to expand to the point where it will probably easily survive VfD. ,10,0
25.11.2021,12:46:29,120,111,ARE YOU FUCKING RETARDED?  Please do not delete content from articles on Wikipedia; as you did to Solaris. Your edits appear to be vandalism and have been reverted. If you would like to experiment; please use Wikipedia:Sandbox for test edits. Thank you. Ali What the fuck is your problem. Did you even read what I deleted?  DO you know what the word PLOT means?  Plot does NOT mean talking about the movie's trailer or what genre the movie it is. A plot is a SUMMARY of the movie.  Read what's in the Plot section of  solaris  right now you fucking retard and tell me if it really belongs under the section plot... or any other section. It looks more like trivial facts which are unsupported and should be DELETED as per wiki regulations.  Here's an example; dumb fuck; from the solaris wiki page: The film essentially ignores the planet which only serves as an anonymous backdrop; in contrast to Lem's novel which discusses at length the mysterious phenomena on its surface and the futile human attempts to understand them. That is NOT neutrality and has NOTHING to do with the plot.  Jesus FUCKInG CHRIST. Wiki is full of fucking morons.  Delete that shit.  ,9,0
3.6.2021,15:42:12,79,161,The rock thrown towards a tree ? What is the source for this??I've never heard of this paradox before. What is the source for it? I'm very familar with Aristotle's Physics and I don't find it there. Nor do I find it in Simplicius's commentary. I'd like to replace it with the Dichotomy paradox given by Aristotle. Any objections? ,10,0
28.2.2019,5:45:55,112,1, :Steve; you're a fucking idiot who should be bludgeoned to death with a piece of rusty rebar. Your devotion to this article is nothing short of sick. When did you start beating women; I wonder? If you ever get laid it will be a goddam miracle of nature. If you're not a virgin; I'm the fucking Pope. The very fact that you speculate on how pleasurable it would be to fuck the orifice of someone whom you are violently assaulting makes me so sick that I would derive great pleasure in watching you get tortured to death. Christ; Wikipedia needs fuckheads like you like it needs another 1000 vandals. Why don't you quit Wikipedia and do your high school homework instead; you fucking retard? ,9,0
8.6.2019,2:20:57,20,146,Uh...just out of curiosity; did The Fifth Element do good in the box office? ,10,0
6.11.2022,5:16:36,45,7,who the boofhead are you fuckwit telling me what to do. what a bitch - Bainyrues,9,0
30.8.2019,19:27:38,126,193,Excuse me; what name did I call you? ,10,0
16.7.2019,24:21:21,80,37, LOL; charles; you are a real fag aren't you? siding with chinks?? go fuck yourself; asswipe! we don't need no chinks in here. FAG,9,0
3.3.2019,19:35:42,24,130,english titles im hesitant to do my own translations for song titles; bc lotsa canto and mandopop songs have official english titles. ,10,0
2.9.2021,2:14:06,134,186, hey shut up ok just because i dont know much english you hyave know idea of the ghetto check the gangs aricle on wikipedia just type in bloods or crips or latin kings or ms-13 ytoull find out and if you noticed hes the resion the page is gonna be delted everyone was complaing on what he did ok OR DO I HAVE TO SAY IT AGAIN ~stay black~ ,9,0
15.3.2020,4:57:13,15,108,How is I am lying now both true and false??? It is a meta reference; however; as I stated later in the article. ,10,0
18.12.2022,23:45:55,11,12,  ... I didn't do any more after your warning. What a fucking joke man you are. - ,9,0
4.5.2019,10:12:14,142,175,Openness and honesty Thanks for the note. I appreciate your perspective. I am active LDS. I love the church. I teach Elder's quorum and serve on the stake athletics committee. I read my scriptures; have family prayer; pay tithing; etc. I do not hate the church. I just believe in openness and honesty. I believe in telling all sides of a story. I believe in not hiding the truth; or alternative points of view. I hope and pray you can learn to respect other points of view; and to love truthwherever it's found. ,10,0
26.3.2021,8:39:09,200,124,Add Ma On Shan KCRC as the featured articleI want to add Ma On Shan KCRC as the featured article on December 21; 2004. Would you accept my request? ,10,0
9.9.2021,25:20:37,154,85,Get a life ASSHOLE!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! ,9,0
3.3.2020,7:22:05,82,116,Hi Brian; thanks for fixing frigatebird; I've been away for a few days; so only just seen message; ,10,0
1.8.2021,5:27:36,73,143,I'LL KILL YOU ALL!!!!,9,0
18.1.2022,14:15:52,110,55,The evidence is in the photographs of Margherita and her family and my father's family obvious close genetic similarities. Also in some common personality characteristics. ,10,0
3.1.2021,21:56:06,60,171,You know what suck my mother fuckin' balls bitch; i don't giva shit. This fuckin' fake as pussy encyclopedia. This damn site can't even be used as a reliable source bitch. So fuck all ya'll motha fuckin' think you know it all bitch asses. FUCK YOU,9,0
16.3.2022,20:50:37,124,33,Was he named Elmer after someone?,10,0
3.5.2022,22:41:44,194,108,He IS in Gay German Nazi Faggots. Please do not delete facts. ,9,0
14.2.2021,21:10:26,32,15,I am reverting in this case; wrong English and factual inaccuracy ,10,0
21.10.2019,10:16:02,186,157,The white man Do we know who the white man concerned was?,10,0
10.11.2020,18:02:12,143,102, Xalwine lives!  im'a cutcho penis off bitch. then everyone will know the name of Xalwine. hows that for a credible source.,9,0
13.4.2022,2:08:12,11,10,The article is incomplete; and poorly written. Nevertheless; it's better than many Culture of articles for Western and developed countries. This gives me some hope. The articles for Culture of France a well known 'Old World' culture; Culture of the United States the home of many en. editors; and Culture of Japan appealing to the tech literate set are the standards that I am aiming for. Many people suffer from the delusion than you can find any information on the internet in fact; the internet just magnifies the interests of internet users. The WPCSB project is not working too well; because the aim of getting information which is not already on the internet is not emphasised.,10,0
19.10.2019,18:10:36,74,184,FUCK YOU DICK LICKS! You guys will never be free of Konob untill he is UN BLOCKED!!!! If he gets unblocked then the vandilism will stop!!!,9,0
19.8.2021,2:13:07,89,95,doesn't count when peole just revert and then don't say jack ont he talk page. they were being biased; and that's a fact. if they had responded on the talk page; it would be different. steve ,10,0
11.11.2020,6:21:11,117,138,shove a lollipop up your cunt ,9,0
26.2.2019,18:51:41,91,149,I posit that the edit should be reverted back to anarchist.Reader's Digest; Jack/Joe Hey; a few years ago I was reading a really old Reader's Digest and I swear I actually read an article written first person from an organ's point of view. ,10,0
2.8.2021,3:27:27,154,66,Shut up; I fucked your mom's pussy good.,9,0
8.6.2022,8:31:35,15,105,West End Girls The lyrics are by Bobby Orlando; not by The Pet Shop Boys; as far as I know him personally he wouldn't mind seeing them up on wikipedia. You could email him and ask.,10,0
16.7.2021,13:40:04,122,112,congradulations on recieving the bitch star; you definatly deserve it ryan.,9,0
4.2.2021,10:47:19,145,85,I've edited intelligenceand subsituted information as intellegence is information that has been processed; and typically verified and cross refferenced with other sources. Information on the other hand is just that raw information that has not been processed. Patrols collect information. The information they collect is then processed and in conjunction with other information processed into intelligence.,10,0
22.2.2021,19:31:16,168,162, rome is gay rome is gay i hate rome,9,0
5.9.2021,12:54:39,134,76,Hi MRD. I've done a search and there seem to be no further pages in the same scheme as France: Wars of Religion/Bourbon Dynasty. The place to co ordinate their integration would be Talk:History of France; I've put a note there for when someone has time to deal with it. cheers. ,10,0
4.2.2019,7:42:52,2,113,Hey asshole; nice try with the speedy deletion.,9,0
28.7.2021,22:29:45,67,134,Odd indeed Google throws up several hundred thousand pages bothe for Arabic Gulf and Arabian Gulf ; but only the latter appears to attract much anger. How odd! ,10,0
12.6.2019,8:22:27,149,120,IN THE ASS BITCH FUCKING COCK SUCKER!,9,0
21.1.2020,1:57:42,73,134,merge suggestion with Domestic rabbit Someone has added a suggestion to Domestic rabbit that it be merged with the domestication section in European Rabbit. Please see the TalkDomestic rabbit page for discussion on this merge. ,10,0
7.12.2019,7:41:49,146,9, are you stupid? will you fucking stop removing links from the pages i edit? calling it spam? commercial?! are you totally mad?! i have heavily edited the pages the link is added to and my site is a crucial source of information on the artists. is this crusade against me fun or what?! i dont get it. ,9,0
29.7.2022,21:22:48,123,195,Ethnicity has to be separated from that unquestionable fact; that it was a Polish village in the meaning that Poland was given i.e. de jure; although not accepted by the Weimar Republic the Third Reich and exercised i.e. de facto souvereignty before the invasion. I have accepted the assumption of its ethnic Polishness based on data for larger rural districts in West Prussia. But also as a means to circumvent the conflict between people who feel strongly about the annexation's validity or invalidity respectively. I have no personal interest in anything else than a result that doesn't provoke edits all the time. Would you be more happy with the following? :::She was born during World War II in what Nazi Germany considered the village Rahmel 30 kilometers north west of Danzig; in Reichsgau Danzig West Prussia; that however by the Poles was seen as the village Rumia; 25 kilometers west of Gdingen; in tthat part of Poland that was occupied and unilaterally annexed to Germany after the Polish Campaign 1939.,10,0
1.7.2021,8:03:04,147,119,god; what part of fuck off dont you little pimply mouth breathers don't understand? Cna't get a girl but your'e king of shit mountain; huh? I laugh at you.,9,0
19.3.2022,13:07:40,149,34,Kechua logoHi Huhsunqu; I have already created the Quechua logo but there is a problem. Due to work overload; the developpers who activate these logos do not have so much time to do it. There is currently a long line of Wikipedias waiting for them to be activated: Afrikaans; Corsican; Limburgish; Quechua... I'm sure it will get done in due time though. ,10,0
5.11.2021,3:52:35,187,11,stfu  WHY DONT U STFU AND GET A LIFE! IF YOU LIKE TO PLAY THAT GAY GAME SO MUCH; DO IT AND FUCK OFF!,9,0
13.6.2021,7:01:29,3,141,Battle of ColliervilleThis article isn't copyvio. Notice the public domain source under the heading Sources . The majority of Civil War battle articles are from this one source. ,10,0
4.12.2021,12:23:18,14,100, You are an utter fucking faggot...u need a life outside of wikipedia...maybe a didlo fuk by ur mom? ,9,0
16.3.2020,25:04:33,106,86,to give you a citation of th title of it,10,0
7.12.2019,12:52:46,157,42,i dont care i dont fucking care if you have reported me!!! i will start a new account. see if i care. your still a fucking asshole!!!,9,0
26.10.2022,6:24:03,27,110,There is no historical connection with the labyrinth of Crete that housed the Minotaur. Herodotus' use of labyrinth to describe the structure that he saw in Egypt shows how the architectural connotations of the word had developed by the 5th century BCE. I have corrected the misleading and erroneous remark at Hawaraan article that really could use some work; especially some references.,10,0
2.2.2019,18:30:00,172,186,LEAVE ME ALONE! FUCK YOU!,9,0
21.1.2019,20:47:41,54,174,Please avoid turning this article into a promotional piece for the show.,10,0
10.9.2022,23:59:23,34,36,youre a dumbass liar hectorine; that was about kinross and i already cant change the article.. ,9,0
21.4.2019,14:05:57,148,120,No; it doesn't. That's what NPOV is all about. ,10,0
12.3.2020,3:27:37,31,48,been hrrassing people. FUCK YOU FAGGOT,9,0
29.11.2022,17:55:56,22,175,Welcome! Hello; ; and welcome to Wikipedia! Thank you for your contributions. I hope you like the place and decide to stay. Here are a few good links for newcomers *The five pillars of Wikipedia *How to edit a page *Help pages *Tutorial *How to write a great article *Manual of Style I hope you enjoy editing here and being a Wikipedian! By the way; please be sure to sign your name on talk pages using four tildes ~~~~ to produce your name and the current date; or three tildes ~~~ for just your name. If you have any questions; you can post to the help desk or ask me on my talk page. Again; welcome!,10,0
6.9.2022,22:21:00,182,5,WOW you suck cock!. You upset me so much with your stupidity. I think i'll program a valdal bot to ruin all the  good  work of you ignorrant wishful thinking wikipedia natzis. you can never enforce the wikipedia.   ,9,0
25.8.2021,21:37:10,34,96,The most blatant similarity is that both Holmes and House size up people on general appearance and deduce many truths just from first impressions. If not a direct comparision they are certainly not just coincadently related. ,10,0
9.2.2021,21:09:44,194,18,Dbachmann; you are a motherfuckin' sonofabitch. Your ancestor Hitler had much more respect for Indians. He balked about Aryans.... We are Aryans. And your fuckin' racism won't work here. You BASTARD !!!!! Indians Are Real Great People. It's only Europeans who corrupted them !!!! Fuckin' sonofabitch; where are you from ? Zurich ? That is you are a SLAVE; a SLAVE of AMERICA !!!! Rascal !!!! Madarchod !!!! Behenchod !!!!! Bhadva !!!!!!! RANDVA !!!!! Chutmarike !!!!! YOU FUCKIN' GAY !!!! SUCKER HOMO !!!!! ROT IN HELL; YOU SISTERFUCKER !!!! HECK; THEY WON'T TAKE YOU EVEN THERE !!! ' ' ' ' ' ' '''''' '''''' '''''' '''''' '''''' '''''' '''''' '''''' '''''' '''[[Group Sex|DBACHMANN & HIS WHITE EUROPEAN FRIENDS HAVING ORGY]]''' ,9,0
2.9.2022,9:16:41,140,69,Full Plot Summary There's no reason for a plot summary so long it can't go in this page. The one at Harry Potter and the Chamber of Secrets Full Plot Summary needs to be condensed and joined with this one. For discussion on the issue with book 6; see Book 6's VfD and discussions at MoS; Village Pump; What Wikipedia Is Not; and Wikipedia Fiction Guidlines.,10,0
14.1.2022,25:46:21,86,151,Fool You are another fuckin moron on here along with Wobbs and Epf. So whats your ethnicity; Irish; Dutch; what is it ? You dont even know what ethnicity is about you fuckin douchebag. There is no modern British identity thats different then what it was before you fool. Foreign people and ethnicities/races dont count as British you fuckin puke-bag.,9,0
21.11.2021,3:32:46,129,82,I will back up any edits you want. ,10,0
3.12.2021,19:11:53,103,182, Who the fuck are you? ,9,0
16.11.2019,8:51:20,117,150,Thank you! Thanks for the barnstar!I'll try to live up to it. One thing I just started is trying to ensure that we have an article for every article in John Lindow's Handbook of Norse Mythology. See . BTW you're right that Lodur should have been moved to Lóðurr I didn't notice it had ever been more than a redirect.,10,0
26.3.2021,16:15:34,174,198, Stop Editing  you stupid a-hole; stop editing stuff on wikipedia; your going to get this whole school banned; about your stupid arguments about some fcuking naruto character.,9,0
3.4.2020,9:28:42,115,124,Alfred RosenbergI have just read the free license page; and it would seem I am guilty of assuming that offering credit for a copyrighted image makes it ok to use it. The image is from one of the inside pages of Robert Cecil's book I tore it out and scanned it. My humblest apologies. ,10,0
1.9.2020,10:12:27,51,66, FUCK YOU ALL YOU LOSERS WHO AHVE NOTHING BETTER TO DO FYUCK YOU WHY DONT U STOP ME FROM EDITING ALREADY,9,0
6.10.2019,8:29:02,187,182,His Holiness has received the highest Church awards. . .' Which awards were these? ,10,0
24.4.2022,22:16:43,100,19,Oi; reatard how wrote that wikipedia is for poor people. I have one question for you if it's for poor people then what the fuck are youdoing on it then asshole?!?,9,0
1.9.2022,6:57:43,131,179,Accusations of bias section I recently tried to cut the section dramatically to put the information in a child article. Per summary style and all; this is very desirable. And also to get this article as a whole shorter; which is a good thing. Unfortunately; the section seems to be growing again; and mostly with rather contentious language. I think this section should contain exactly the following # A pointer to the longer child article # Exactly one short paragraph describing the types of accusations made against genetic cause proponents # Exactly one short paragraph describing the types of accusations made against culture cause proponents The longer child article can argue and cite lots of details on the merits of those various accusations. But here it is important to limit the description to the broad lay of the land . I think the improvised not quite npov but still want a box template is peculiar. ,10,0
26.1.2022,22:44:57,101,39,Agreed; they're worthless scum. Fuck them. Luckily no one intelligent pays attention to their fucking evil work. ,9,0
2.5.2019,23:45:27,99,35,Sandbox Don't take the template out of the sandbox. It says don't remove for a reason.,10,0
2.9.2021,8:11:20,3,174, I did use the sandbox. Idiot. ,9,0
24.1.2021,19:30:23,10,142,The word novels tells the reader they are fiction. It is perfectly possible for a novel to spark interest in a factual topic. ,10,0
30.8.2022,24:59:09,3,56,You NDP attack queers are going to have your hands full keeping the truth off of wikipedia keep deleting and blocking; asshole; it is your only talent ,9,0
13.4.2019,25:18:18,125,21,As I understand it; there's no rule that it be someone else who adds the material to the article; only that it have been published elsewhere. Hayford Pierce would be free to add material from his own publications. ,10,0
26.2.2020,7:50:07,66,168,I SAID GO FUCK YOURSELF. WHY ARE YOU CHAANGING IT,9,0
26.7.2021,4:20:43,156,29,Dear Aubie Fuck off you shit-eatin' Aubie sonofabitch!,9,0
26.8.2020,19:29:30,53,100,Hey; I am AriOk...About me in terms of my contribution on Wikipedia. I will contribute articles towards the subjects of: Book reviews and plot outlines etc. Christianity Martial Arts specificly Shaolin Kung fu Economics specifically macro economics I have already submitted an article for the circular flow of income circular flow of income Biology and general science Information Technology and computer science 1901 to now in Australian History and ANcient History And probably some other random topics that I know alot about. Check out my information on Lake Parrramatta Reserve and circular flow of income,10,0
11.7.2021,23:34:35,90,80,because you are such a fucking cock,9,0
28.2.2019,8:08:06,12,118,Not the least because a lot more than just falsification relies on this principle. Nor does this argument appear in falsifiability; the main article on the topic. ,10,0
28.2.2022,4:51:47,36,16,and i'm going to keep posting the stuff u deleted until this fucking site closes down have fun u stupid ass bitch don't ever delete anything fuckin hore like i said before go to hell,9,0
4.1.2020,9:09:24,54,7,You are wrong! I also hadd a friend named Neils who kept telling me every time he saw the Dinner and A Movie that he would bend Annabelle Gerwitch Over the table for some reason but I myself am more into Lisa Kushell. She is very very beautifull@! ,10,0
11.2.2021,12:41:44,53,185,What the fuck is your problem?,9,0
13.2.2019,23:50:15,67,165,Leche League reported problems with breastfeeding by circumcised infants in their 1981 edition of The Womanly Art of Breastfeeding. In 1996; LLL ratified the Mother Friendly Childbirth Initiative; along with 25 other organizations. ,10,0
19.10.2020,1:04:16,200,88,you are a fucking retard,9,0
5.11.2020,22:22:08,66,180,As the author and after further reflection under more sober circumstances I have tagged this article for speedy deletion as I believe it meets the criterion of General article 7 1.2.7 at WPCSD. ,10,0
15.7.2021,17:11:12,82,135,If you don't understand that; fine; legitimate criticism; I'll write up three man cell and bounty hunter and then it will be easy to understand why ensured and insured are different and why both differ from assured . The sentence you quote is absolutely neutral. You just aren't familiar with the underlying theory of strike back e.g. submarines as employed in nuclear warfare guiding the insurance; nor likely the three man cell structure that kept the IRA from being broken by the British. If that's my fault; fine; I can fix that to explain. But ther'es nothing personal or creative about it. I'm tired of arguing with you. Re: the other article; multi party turns up plenty; and there is more use of mutually than mutual . If I were to apply your standard I'd be moving Mutual Assured Destruction to talk for not appealing to a Reagan voter's biases about its effectiveness; and for dropping the ly . There is a double standard in your edits. If it comes from some US history book; like peace movement or 'M.A.D.' as defined in 1950; you like it; even if the definition is totally useless in 2002 and only of historical interest. If it makes any even obvious connection or implication from the language chosen in multiple profession specific terms; you consider it somehow non neutral... Gandhi thinks eye for an eye describes riots; death penalty; and war all at once; but you don't. What do you know that Gandhi doesn't? Guess what: reality is not neutral. Current use of terms is slightly more controversial. Neutrality requires negotiation; and some willingness to learn. This is your problem not mine. You may dislike the writing; fine; that can be fixed. But disregarding fundamental axioms of philosphy with names that recur in multiple phrases; or failing to make critical distinctions like 'insurance' versus 'assurance' versus 'ensurance' which are made in one quote by an Air Force general in an in context quote; is just a disservice to the reader. If someone comes here to research a topic like MAD; they want some context; beyond history. If this is a history book; fine; it's a history book. But that wasn't what it was claimed to be... ,10,0
20.6.2021,16:16:14,10,7,I'd prefer just to do articles here and there as I see the need. Today; I felt inspired to do the femoral vein... which is very student ish. Tomorrow; I don't know what I'll want to do... ,10,0
27.4.2020,22:18:03,21,96,The satellite image of Jubail is back to front. It needs to be flipped over. In addition; north is now on the right so a 90 degree rotation is also required.,10,0
29.3.2020,3:05:08,110,185,Are you fucking kidding me? As I Lay Crying is complete trash and nowhere even CLOSE to black metal. Get off this site. ,9,0
6.8.2021,13:30:16,73,154,I move discussions quickly In other words; don't bother writing things here. ,10,0
16.2.2022,24:07:25,69,20,That paragraph is not fact; it is opinion. It should remain out of the article.,10,0
24.10.2020,21:43:07,179,6,Bitch You are a little bitch. I fuckin spent 6 hours on big sam (rapper) an you call it fuckin vandolism; hard ass aint you; fuck you i'm makin a true ass page an you wack off an delete my page. What the fuck is up; your like a snitch but to yourself. I'll fuckin edit your bitch ass page an delete that shit. I'll fuck up every single thing on your gay ass website if you keep deletin my ass. Wanna talk to me; IM me at GuttyBoy3D or email me at GuttyBoy3D@aol.com,9,0
26.10.2020,2:25:14,52,148,Date format I don't know who told you that day/month/year is new to the British. Your source must have confused it with somewhere else. ,10,0
15.12.2020,14:24:56,106,71,Listen; if you don't want to contribute then why complain. This is an encyclopedia that everyone helps to edit.,10,0
23.6.2021,7:25:50,34,196,Yes I do know that damn well. It was the Romania guy I was commenting on. ,10,0
17.1.2020,5:32:53,32,140,Shut up. I can do what the fuck I want. ,9,0
16.6.2020,25:47:25,19,200,A source that marks that area is ; it is an area makred as dark red; that area is commonly know in the City of Philadelphia as market east; which it name derives from the tran station; fyi the area in pink is known as Penn Center; otherwise the areras are consider part of Center City. Know ould i expect evey perosn from Philly to know that neighborhoos or their names; no; in the say way that i was not totlay familair with all of the neighborhoods on the list. So i asking you to stop; if not i will just keep on reverting every misleading edit ythat you make for as long as you make them.,10,0
25.11.2022,22:03:01,88,15,FUCKK YOU ASSWHOLE   COLLEGE POINT MUTHAFCKER!!!!!!!!!! ,9,0
9.10.2020,8:04:37,171,142,Okay; there seems to be an 'edit war' going on here; and it's silly. Question: is the current photo colour image in the Public Domain? It was not listed as such when I checked. ,10,0
10.9.2022,16:20:50,5,75,Shut up; idiot! It is true! Now; go away and die! ,9,0
7.3.2020,13:18:52,194,77,Then according to the first case you have listed St. Johns' would be a colony. Even thought it didnt have permanent settlers in 1583; seasonal cod fishermen had frequented Newfoundland since 1497. Gilbert's political claim to Newfoundland was exerted by the Fishing Admirals of England's West Country which had excluded all other nations from the east coast of Newfoundland by 1620. ,10,0
15.5.2019,9:44:41,200,95, Miners Day Thanks for deleting it fuck bag; nothing wrong with the article. Hope you get cancer and die you fucking limey.,9,0
14.2.2022,18:53:58,156,91,I shouldn't have to check his edit history. He should reply to me at my Talk page. *I know that wasn't the right page; but what is the right page? That's my point. *I don't want to de admin him; I want to complain about his actions. ,10,0
1.3.2022,11:20:14,184,138,I am not strongly opposing that he request comments from editors that choosed not to support his RfA; however I sure didn't appriciate the way he did it. Another thing that I don't think is fair; is that he accuse the candidate of doing something bad by allegedly trying to gather opposition against him. At the same time he; himself; leave this comment at BYT's talkpage which is most likely an attempt to do just that... ,10,0
12.9.2020,8:04:08,134,117,With over 100;000 college students studying abroad every year; there's bound to be all kinds of tall tales; urban legends; and misinformation swirling around. ,10,0
23.6.2022,10:50:07,26,84,what up chink wackpedia admins are faggots; you know that; so shut the fuck up,9,0
21.8.2019,25:31:35,114,51,Margherita resembled some of my father's sisters. ,10,0
2.7.2020,17:00:59,66,120,hey fred you fucking suck ass u bitch ass motherfucker. u fuckin delete everything you ho. u can take wikipedia and shove it up you ass dumb ass bitch go to hell bastard hope fall in a ditch asshole and you can suck my dick. unsigned comment was added by � .,9,0
17.7.2019,4:27:51,46,119,merged my ass; you just deleted the page ,9,0
29.10.2019,5:55:50,191,8,It's just presenting a one sided Israeli perspective to write; outbreaks of stone throwing occured on the Temple Mount and in the vicinity; leaving 28 Israeli policemen injured; three of whom were hospitalized no Palestinians were injured in these incidents while ignoring Israeli forces opened fire at the civilian demonstrators; including children; killing 6 and wounding 220. In the first few days of the Intifada; the IDF fired about 700;000 bullets in the West Bank; and 300;000 in Gaza. In the first six days of the Intifada; 61 Palestinians were killed by Israeli forces and 2;657 were injured; many of them children. At the same time four Israelis were killed; with 35 wounded.,10,0
28.2.2022,23:44:38,91,14,Congratulations; my friend! ,10,0
28.10.2019,7:33:20,184,52,so; who the fuck gives a damn; you dipshitted lesbian?,9,0
30.9.2022,16:16:37,158,61,Excellent article on Gold mining... technical and concise but still accessible. ,10,0
8.2.2020,14:49:53,127,117,nIGHTSTALLIONS FIANCE GOT FUCKED BY A NIGGER AND HAD HIS BABY AND IT SMELLED OF FRIED CHICKEN ,9,0
22.6.2020,7:22:02,138,81,Hey you FUCKWAD pedophile Do you even fucking realize what this asshole did to our country. I bet you'll be cheering when you see penises cut and put in our troops mouth. ,9,0
9.12.2019,18:30:16,166,180, what up chink wackpedia admins are faggots; you know that; so shut the fuck up,9,0
6.10.2022,2:03:21,41,131,An issue involving the number of Mariah Carey songs with articles has become thorny. Too thorny. There are articles for So Lonely and Mine Again despite the fact that they won't be released for another few months. Is it really necessary to have these articles when their release has not even been confirmed? I feel not. ,10,0
15.7.2022,22:01:36,171,81,Fuck; Shit; Damn; Cock; Pissant; Motherfucker; and horse dick.,9,0
9.5.2022,16:36:03,66,98,I still have another couple of pages; but go ahead and start digging into it of you like. ,10,0
